0	0	1	0.0042592076	0.0632144499	0.9386041536	0	0	1
1	0	0	0.9806150277	0.0173016123	0.0036479342	1	0	0
1	0	0	0.9791118668	0.0183746812	0.00378399	1	0	0
0	1	0	0.0175809716	0.8843756313	0.1149438713	0	1	0
0	1	0	0.0175229737	0.8845419779	0.1150518742	0	1	0
0	0	1	0.0043695713	0.0685104057	0.9334567322	0	0	1
1	0	0	0.9767775919	0.0199206288	0.0039703985	1	0	0
1	0	0	0.9808627469	0.0171557983	0.0036310857	1	0	0
0	1	0	0.0174879924	0.8847827693	0.1152062814	0	1	0
1	0	0	0.9809660448	0.0170289145	0.0036115623	1	0	0
1	0	0	0.9801681129	0.017738598	0.0037109504	1	0	0
0	1	0	0.0175136625	0.8845909961	0.1151098167	0	1	0
0	1	0	0.0175918734	0.8844009806	0.1149839738	0	1	0
0	0	1	0.0042592312	0.063214143	0.9386025096	0	0	1
0	0	1	0.004262952	0.0633906338	0.9384321151	0	0	1
0	0	1	0.0044735902	0.0736041183	0.9284136641	0	0	1
0	0	1	0.0042573504	0.0632576754	0.938645306	0	0	1
1	0	0	0.9809100612	0.0170742705	0.0036179105	1	0	0
0	1	0	0.0175647021	0.8844132073	0.1149420746	0	1	0
1	0	0	0.9788673775	0.0184670016	0.0037918214	1	0	0
1	0	0	0.9792460258	0.0183303578	0.0037823625	1	0	0
0	1	0	0.0094899587	0.4941911142	0.508865189	0	0	1
1	0	0	0.9803697826	0.0175046073	0.0036749359	1	0	0
0	1	0	0.0175169326	0.8846200138	0.1150598375	0	1	0
1	0	0	0.9805937187	0.0172998272	0.0036468974	1	0	0
								
0	0	1	0.0029290706	0.1344239481	0.8724821233	0	0	1
0	0	1	0.0023201657	0.0761473992	0.9308426475	0	0	1
0	1	0	0.0028243322	0.1236001725	0.8837905754	0	0	1
1	0	0	0.979190936	0.0287189821	0.0013203764	1	0	0
1	0	0	0.9794804363	0.0287607731	0.0013075917	1	0	0
0	1	0	0.0181655082	0.9524795287	0.0322282613	0	1	0
0	1	0	0.0186085979	0.9536301341	0.0304165472	0	1	0
0	1	0	0.018556101	0.9553901034	0.030287367	0	1	0
0	1	0	0.0185625566	0.9548862933	0.0303342204	0	1	0
0	0	1	0.0023228956	0.077331545	0.9305946763	0	0	1
1	0	0	0.9773314873	0.0352033398	0.0013311641	1	0	0
1	0	0	0.9795697152	0.0242733271	0.001348264	1	0	0
0	0	1	0.0023233984	0.077531778	0.9305522512	0	0	1
1	0	0	0.9795721297	0.0241342121	0.0013493522	1	0	0
1	0	0	0.979627556	0.0272063511	0.0013161837	1	0	0
0	0	1	0.0023211736	0.0765370825	0.9307564183	0	0	1
0	1	0	0.0062222278	0.5290620348	0.43434474	0	1	0
1	0	0	0.9790681817	0.0298377461	0.0013141973	1	0	0
0	0	1	0.0023234735	0.0775622415	0.9305459258	0	0	1
1	0	0	0.9791126644	0.0317369639	0.0012954109	1	0	0
1	0	0	0.9778625516	0.0347513662	0.0013161836	1	0	0
0	0	1	0.0023255037	0.0784112016	0.9303685008	0	0	1
1	0	0	0.9789923234	0.0319582851	0.0012987855	1	0	0
1	0	0	0.972259313	0.0426842502	0.0014405259	1	0	0
0	1	0	0.0054376224	0.445414747	0.5310849968	0	0	1
0	0	1	0.0023236567	0.0776351524	0.9305305308	0	0	1
0	0	1	0.0023227678	0.0772591116	0.9306090037	0	0	1
1	0	0	0.9795210054	0.0283713763	0.0013090572	1	0	0
0	1	0	0.0185719026	0.955363165	0.030216035	0	1	0
0	1	0	0.0187418925	0.9535551939	0.0302941663	0	1	0
								
0	0	1	0.0007710226	0.0571281316	0.9437169918	0	0	1
0	1	0	0.0266227836	0.9761988495	0.0197381599	0	1	0
1	0	0	0.9859524502	0.0284588271	0.0023346827	1	0	0
1	0	0	0.9849907774	0.0283631559	0.0023447849	1	0	0
0	0	1	0.000739404	0.057854995	0.942972169	0	0	1
0	0	1	0.0007818463	0.0568757718	0.9439818035	0	0	1
0	1	0	0.0168641987	0.9640708653	0.0305292212	0	1	0
1	0	0	0.984364902	0.0264834397	0.0023167789	1	0	0
0	0	1	0.0008818766	0.0574756258	0.9433867144	0	0	1
0	1	0	0.0246118369	0.9761819235	0.0198524646	0	1	0
0	1	0	0.0012328173	0.0873906672	0.9127693977	0	0	1
0	1	0	0.0271354868	0.9759651036	0.0200912285	0	1	0
0	0	1	0.0008229126	0.0574959851	0.9433573353	0	0	1
0	0	1	0.0006941452	0.0565925514	0.9442500688	0	0	1
1	0	0	0.9836674922	0.0280324579	0.0023538881	1	0	0
0	1	0	0.0204308738	0.975952984	0.0200947316	0	1	0
1	0	0	0.9850555103	0.0268389421	0.0023155881	1	0	0
0	0	1	0.0008336891	0.0611128422	0.9396630417	0	0	1
0	0	1	0.0007721085	0.0597531903	0.9410417558	0	0	1
0	0	1	0.0007128043	0.0577683454	0.9430538033	0	0	1
1	0	0	0.9867058721	0.0279080875	0.0023148547	1	0	0
0	1	0	0.0274984688	0.9761107533	0.0196730481	0	1	0
1	0	0	0.9859558138	0.0282849429	0.0023314795	1	0	0
1	0	0	0.9849455061	0.026933458	0.0023186856	1	0	0
0	0	1	0.0007526138	0.0574688735	0.9433701298	0	0	1
0	0	1	0.0009161591	0.0577439864	0.9431215446	0	0	1
0	0	1	0.0007741699	0.0568212827	0.9440360037	0	0	1
0	1	0	0.0197236171	0.9755575024	0.0204488324	0	1	0
1	0	0	0.9863680607	0.0292550144	0.0023435891	1	0	0
0	1	0	0.0296190652	0.9755964824	0.019472106	0	1	0
								
0	1	0	0.0207253379	0.7437697536	0.2509387146	0	1	0
0	1	0	0.0206522794	0.7442682409	0.2512548722	0	1	0
1	0	0	0.9803955878	0.0090282113	0.0089264138	1	0	0
0	1	0	0.0206333938	0.7444288896	0.2513356796	0	1	0
0	1	0	0.0206691557	0.7441789268	0.251180788	0	1	0
1	0	0	0.978634164	0.0096317496	0.0092954896	1	0	0
1	0	0	0.9815237448	0.0086599655	0.0086801942	1	0	0
0	1	0	0.0206756767	0.744115212	0.2511531728	0	1	0
0	1	0	0.0213583942	0.7393895706	0.2482591334	0	1	0
1	0	0	0.9805235143	0.0090008044	0.0088984119	1	0	0
0	0	1	0.0014292741	0.0416446703	0.9579881856	0	0	1
0	1	0	0.0206772593	0.7441266088	0.2511456053	0	1	0
0	1	0	0.0206382309	0.7443945091	0.2513147002	0	1	0
0	0	1	0.0206179655	0.7443495617	0.2514973609	0	1	0
0	1	0	0.0206375115	0.7443851614	0.251318411	0	1	0
0	0	1	0.0018755844	0.0625126643	0.9368712955	0	0	1
1	0	0	0.980599817	0.008976632	0.0088819171	1	0	0
0	1	0	0.0207353844	0.7436820225	0.2508959829	0	1	0
1	0	0	0.9809465462	0.0088555708	0.0088068932	1	0	0
0	0	1	0.0189846552	0.7185261213	0.2771450454	0	1	0
1	0	0	0.9808563407	0.0088869345	0.0088264845	1	0	0
1	0	0	0.9758468841	0.010583299	0.0098484689	1	0	0
0	1	0	0.0207509369	0.7435923483	0.2508283963	0	1	0
0	0	1	0.0015664218	0.0478813118	0.9516788782	0	0	1
1	0	0	0.9806136318	0.0089712097	0.0088789608	1	0	0
1	0	0	0.980925443	0.008837907	0.0088122939	1	0	0
0	1	0	0.0211757224	0.7405517809	0.2490252905	0	1	0
1	0	0	0.9814641463	0.008678618	0.0086934227	1	0	0
0	0	1	0.0164830561	0.6709002273	0.324509063	0	1	0
1	0	0	0.9799848793	0.009192869	0.0090132108	1	0	0
								
0	0	1	0.0001891184	0.0779249339	0.9255471771	0	0	1
0	1	0	0.0267734075	0.9692352414	0.0246110804	0	1	0
0	0	1	0.000179434	0.0739093317	0.9298051955	0	0	1
1	0	0	0.981379584	0.0208264014	0.0019698061	1	0	0
1	0	0	0.9811261545	0.0210994498	0.0019789818	1	0	0
0	0	1	0.000179744	0.0740973652	0.9295320605	0	0	1
0	1	0	0.0270167197	0.969657003	0.0240004864	0	1	0
0	0	1	0.0148955682	0.910701855	0.0764395377	0	1	0
1	0	0	0.980400385	0.0218834227	0.002004532	1	0	0
0	1	0	0.0209318688	0.9459259207	0.0446659269	0	1	0
0	0	1	0.0001733589	0.0720683597	0.9314398957	0	0	1
0	1	0	0.0269564993	0.9694385908	0.0242305708	0	1	0
1	0	0	0.9807705397	0.021481459	0.001991824	1	0	0
0	1	0	0.0267943798	0.9688689158	0.0248593621	0	1	0
0	0	1	0.0047644893	0.6592977513	0.3202456838	0	1	0
0	1	0	0.0256377702	0.9657835467	0.0276296313	0	1	0
1	0	0	0.9807795978	0.0214732754	0.0019913304	1	0	0
0	0	1	0.0001688054	0.0651503345	0.9402925449	0	0	1
0	1	0	0.0263540684	0.9673650117	0.0260257331	0	1	0
0	0	1	0.0001782206	0.0726035577	0.931658375	0	0	1
0	0	1	0.000170524	0.0689221002	0.9353872497	0	0	1
1	0	0	0.9795609398	0.0227820916	0.0020340584	1	0	0
0	0	1	0.0001702538	0.0681201592	0.9364529137	0	0	1
0	0	1	0.0001723922	0.0693696614	0.9351564217	0	0	1
0	1	0	0.0264384468	0.9681971135	0.0254729104	0	1	0
0	0	1	0.0001711456	0.0694837585	0.9347198179	0	0	1
1	0	0	0.9803453594	0.0219406301	0.00200668	1	0	0
0	0	1	0.0001689013	0.0653481302	0.940035798	0	0	1
0	0	1	0.0001653151	0.0579249692	0.9493869096	0	0	1
0	1	0	0.0267723908	0.9692415447	0.024549171	0	1	0
								
0	0	1	0.0002336096	0.0171698185	0.9855887142	0	0	1
0	1	0	0.000993768	0.0630674944	0.9363368473	0	0	1
1	0	0	0.9794654824	0.0176616409	0.0040514025	1	0	0
1	0	0	0.9802118836	0.0170205443	0.0040103959	1	0	0
1	0	0	0.9805430103	0.0167361458	0.0039918538	1	0	0
0	1	0	0.0244135169	0.9601600043	0.034284999	0	1	0
0	0	1	0.00020354	0.0158938266	0.9869029842	0	0	1
0	1	0	0.0267102008	0.9638680195	0.0307938373	0	1	0
0	1	0	0.0011226772	0.0929571075	0.9066237959	0	0	1
1	0	0	0.9790484046	0.0180198404	0.0040738633	1	0	0
0	1	0	0.0073186115	0.7993840153	0.1828963346	0	1	0
1	0	0	0.9785960578	0.0184084218	0.0040978652	1	0	0
1	0	0	0.980513827	0.0167612093	0.003993497	1	0	0
0	0	1	0.0002153196	0.0164034155	0.9863811329	0	0	1
0	1	0	0.0263856059	0.9631777719	0.0313478451	0	1	0
0	1	0	0.0284108054	0.9649086406	0.0294276946	0	1	0
0	0	1	0.0010167042	0.0579896025	0.9412051472	0	0	1
0	0	1	0.0004392431	0.0245963247	0.9775421044	0	0	1
0	1	0	0.0280721292	0.9650977349	0.0295808054	0	1	0
0	1	0	0.0005332561	0.0275514362	0.9741935474	0	0	1
0	1	0	0.0284807309	0.964877817	0.0293957245	0	1	0
0	0	1	0.0003945067	0.0230101276	0.9792895144	0	0	1
0	1	0	0.0102952107	0.8661951483	0.120855372	0	1	0
0	0	1	0.0010845399	0.0758671664	0.9228628928	0	0	1
0	0	1	0.0003393184	0.0211900917	0.9813048788	0	0	1
0	0	1	0.0003484956	0.0214824648	0.9809798021	0	0	1
0	0	1	0.0005326886	0.0277626691	0.974003508	0	0	1
0	0	1	0.0002530279	0.0179542106	0.9847675264	0	0	1
1	0	0	0.9802252733	0.0170090374	0.0040096508	1	0	0
0	0	1	0.0002449651	0.0176310216	0.9851052649	0	0	1
								
1	0	0	0.9855595254	0.0083322858	0.0050261554	1	0	0
0	0	1	0.0005090953	0.011856361	0.9885172773	0	0	1
0	0	1	0.0005090946	0.0118555535	0.9885177887	0	0	1
0	1	0	0.0031793321	0.3964249095	0.6058525967	0	0	1
1	0	0	0.988448253	0.0069159988	0.0046464407	1	0	0
0	0	1	0.0005090652	0.0118559371	0.9885180955	0	0	1
0	0	1	0.0005091057	0.0118561229	0.9885172319	0	0	1
0	0	1	0.0005093057	0.0118549461	0.9885142712	0	0	1
0	1	0	0.0178072816	0.879724963	0.1190298446	0	1	0
0	0	1	0.0005136843	0.0121032762	0.9882771649	0	0	1
0	1	0	0.0105131066	0.7773256879	0.2218739589	0	1	0
0	1	0	0.0010891714	0.0647044734	0.9366400038	0	0	1
0	0	1	0.0005093431	0.0118685821	0.9885050604	0	0	1
0	1	0	0.006366273	0.6342288579	0.3662966347	0	1	0
1	0	0	0.9887769741	0.0067610728	0.0046041959	1	0	0
0	1	0	0.0186361251	0.8853565634	0.1128747693	0	1	0
0	0	1	0.0005093163	0.011862679	0.9885092738	0	0	1
1	0	0	0.9873256411	0.0074865498	0.0048069727	1	0	0
0	1	0	0.020401044	0.899271237	0.0998444633	0	1	0
0	0	1	0.000510513	0.011932171	0.9884435202	0	0	1
0	0	1	0.0005090876	0.0118556805	0.9885178425	0	0	1
0	1	0	0.019517394	0.8922490017	0.1062465664	0	1	0
0	1	0	0.0220302097	0.8987320731	0.0949591208	0	1	0
1	0	0	0.9854091712	0.0084278527	0.0050544505	1	0	0
1	0	0	0.9854805088	0.0083657491	0.0050338534	1	0	0
1	0	0	0.9897990764	0.0062482271	0.004454635	1	0	0
1	0	0	0.9856399396	0.0082929682	0.0050160407	1	0	0
0	0	1	0.000509636	0.0118505797	0.9885109037	0	0	1
0	0	1	0.0005095903	0.011880638	0.9884929322	0	0	1
1	0	0	0.9879389158	0.0071609779	0.0047134857	1	0	0
								
1	0	0	0.9787973383	0.021877695	0.005277683	1	0	0
0	1	0	0.020549634	0.924545017	0.068248565	0	1	0
0	1	0	0.0201530598	0.9226371175	0.0700726606	0	1	0
1	0	0	0.9801427041	0.0202958828	0.0051661083	1	0	0
0	0	1	0.0007697939	0.1046132422	0.8971352285	0	0	1
0	0	1	0.0007697963	0.1046170826	0.8971345453	0	0	1
1	0	0	0.979142943	0.0215973907	0.0052478415	1	0	0
0	1	0	0.020560919	0.924474442	0.0682315996	0	1	0
1	0	0	0.9797174393	0.0207634765	0.005201721	1	0	0
1	0	0	0.9801077616	0.020720923	0.0051619504	1	0	0
1	0	0	0.979873987	0.0212225404	0.0051802641	1	0	0
0	0	1	0.000769806	0.1046683369	0.8971359555	0	0	1
1	0	0	0.9743311575	0.0250774324	0.0056493987	1	0	0
0	1	0	0.0206926265	0.9242967259	0.0680959016	0	1	0
0	0	1	0.0007697879	0.1046031422	0.8971339106	0	0	1
0	1	0	0.0177344512	0.9086492654	0.0834951534	0	1	0
1	0	0	0.9803949706	0.019981633	0.0051448628	1	0	0
0	1	0	0.0206203586	0.9244699192	0.0681844281	0	1	0
0	0	1	0.0007700151	0.104679892	0.8971032275	0	0	1
0	1	0	0.0205598443	0.9244658931	0.0682352949	0	1	0
0	1	0	0.0204859591	0.9242403079	0.0685861314	0	1	0
0	1	0	0.0092715809	0.7974328975	0.1904654484	0	1	0
0	0	1	0.0007698503	0.1046880361	0.8971394402	0	0	1
1	0	0	0.9800574229	0.0203329919	0.005174443	1	0	0
0	1	0	0.0205355469	0.924486231	0.0682828021	0	1	0
0	0	1	0.0007699386	0.1046693983	0.8971251451	0	0	1
1	0	0	0.9795051176	0.0211674937	0.0052188467	1	0	0
0	1	0	0.0169517065	0.9029630095	0.0886143626	0	1	0
0	1	0	0.0206036738	0.9243819301	0.0681852082	0	1	0
0	0	1	0.0007697919	0.1046177623	0.8971341075	0	0	1
								
0	0	1	9.21622E-05	0.0152278153	0.9884892641	0	0	1
0	0	1	0.0005242545	0.185500018	0.8460120211	0	0	1
0	0	1	0.0002822519	0.093906622	0.9275053321	0	0	1
0	0	1	9.7416E-05	0.0168361035	0.9872951058	0	0	1
1	0	0	0.9771025043	0.0247848497	0.0055093406	1	0	0
0	0	1	0.0002052855	0.0604279571	0.9545059329	0	0	1
0	1	0	0.0001260477	0.0266826239	0.979989211	0	0	1
0	0	1	9.13097E-05	0.0149722283	0.9886788754	0	0	1
1	0	0	0.9790158102	0.0229820557	0.0053711468	1	0	0
0	1	0	0.0223481561	0.9457887306	0.0456814159	0	1	0
0	0	1	0.0001139284	0.0223246118	0.9832276035	0	0	1
0	0	1	9.18036E-05	0.0151207605	0.9885688948	0	0	1
1	0	0	0.9784831123	0.0234861067	0.005410465	1	0	0
1	0	0	0.9780001275	0.0239416802	0.0054455386	1	0	0
1	0	0	0.9788440681	0.0231447465	0.0053838974	1	0	0
1	0	0	0.9790054398	0.0229918845	0.0053719188	1	0	0
1	0	0	0.9779092912	0.0240272115	0.0054520756	1	0	0
1	0	0	0.9776646615	0.0242573219	0.005469589	1	0	0
0	0	1	0.0001169089	0.0233948244	0.9824361844	0	0	1
0	0	1	9.70411E-05	0.0167228213	0.9873799422	0	0	1
1	0	0	0.9772015504	0.0246920312	0.0055023859	1	0	0
0	1	0	0.0210664715	0.9481471942	0.0465704962	0	1	0
0	0	1	9.40464E-05	0.0157965722	0.9880666353	0	0	1
0	0	1	0.0001037433	0.0188679509	0.9857886221	0	0	1
0	1	0	0.0213921937	0.9476784808	0.0462740883	0	1	0
0	1	0	0.0212025759	0.9476380688	0.0465994586	0	1	0
0	1	0	0.0185902912	0.9397716323	0.0546570625	0	1	0
1	0	0	0.9788495926	0.0231395159	0.0053834883	1	0	0
0	1	0	0.018508678	0.9384302526	0.0556261409	0	1	0
1	0	0	0.9789163558	0.0230762901	0.0053785393	1	0	0
								
1	0	0	0.973753951	0.039319064	0.0174857538	1	0	0
1	0	0	0.9745329484	0.0384355307	0.0173934737	1	0	0
0	1	0	0.0234449937	0.9178107386	0.0698308861	0	1	0
0	0	1	0.0007889661	0.0274974372	0.9779331121	0	0	1
1	0	0	0.9751622561	0.0377155808	0.0173084687	1	0	0
1	0	0	0.9754090734	0.0374328716	0.0172809264	1	0	0
0	1	0	0.0126615674	0.5842580907	0.3935516746	0	1	0
0	1	0	0.0232487348	0.9154949562	0.0717663507	0	1	0
1	0	0	0.9692889285	0.0442725353	0.0180282581	1	0	0
0	0	1	0.0055467639	0.0826342725	0.9190948186	0	0	1
0	1	0	0.0235230433	0.9185932114	0.069153118	0	1	0
0	1	0	0.0229265439	0.9122889707	0.0747361723	0	1	0
0	1	0	0.0236629515	0.9183949431	0.068954428	0	1	0
0	0	1	0.001539127	0.0398685908	0.9657492269	0	0	1
1	0	0	0.9750279559	0.0378691258	0.0173234391	1	0	0
0	0	1	0.0033966447	0.0615407871	0.9427224828	0	0	1
0	0	1	0.0030667873	0.0582800558	0.9462636629	0	0	1
1	0	0	0.9707391995	0.0426861335	0.0178693279	1	0	0
1	0	0	0.9754485301	0.0373864405	0.017268278	1	0	0
1	0	0	0.9733810655	0.0397401691	0.0175325436	1	0	0
0	0	1	0.000514738	0.0215421931	0.9835111595	0	0	1
0	0	1	0.0027550683	0.0548855752	0.9499956553	0	0	1
0	1	0	0.0204738406	0.8758277835	0.1080265506	0	1	0
0	1	0	0.0056783633	0.089442346	0.9121338176	0	0	1
0	0	1	0.0029536342	0.0569964908	0.9477175147	0	0	1
0	0	1	0.0049996695	0.07584717	0.9266294434	0	0	1
0	1	0	0.0223658599	0.9052241957	0.0810377812	0	1	0
1	0	0	0.9729227203	0.0402552936	0.0175861129	1	0	0
0	1	0	0.0260515373	0.9125506596	0.0677064121	0	1	0
1	0	0	0.9723081442	0.0409439333	0.017665565	1	0	0
								
0	1	0	0.0035175078	0.0580614736	0.9431699281	0	0	1
0	0	1	0.003498122	0.0567688133	0.9449623223	0	0	1
0	1	0	0.0034864035	0.0568764973	0.944338636	0	0	1
0	0	1	0.0034835212	0.0568926449	0.9442060752	0	0	1
0	1	0	0.0239112346	0.9142406375	0.0833864922	0	1	0
1	0	0	0.977008126	0.0071824977	0.0055738413	1	0	0
0	0	1	0.0034813929	0.0568880123	0.944137304	0	0	1
1	0	0	0.980401756	0.0061235016	0.0052176247	1	0	0
0	1	0	0.0227973487	0.9043066263	0.0933853999	0	1	0
0	0	1	0.0034827703	0.0568969571	0.9441718416	0	0	1
0	1	0	0.005459928	0.1650504216	0.8367914392	0	0	1
1	0	0	0.9784034018	0.006750695	0.0054491646	1	0	0
0	1	0	0.0239948018	0.9140246686	0.0833869334	0	1	0
0	1	0	0.0239713245	0.9140855388	0.0834831502	0	1	0
1	0	0	0.9776327133	0.006990176	0.0055231132	1	0	0
0	0	1	0.0034832493	0.0568942347	0.9441937239	0	0	1
1	0	0	0.9764852179	0.0073431735	0.0056141199	1	0	0
0	1	0	0.0209834276	0.882005402	0.1155457961	0	1	0
0	1	0	0.0036110043	0.0622858779	0.9388176962	0	0	1
0	0	1	0.0034833928	0.0568940388	0.9441938322	0	0	1
0	1	0	0.0216191395	0.8906401029	0.107109907	0	1	0
0	0	1	0.0034877622	0.0570262168	0.9440986622	0	0	1
0	0	1	0.0034887122	0.056863785	0.9444482579	0	0	1
1	0	0	0.9794605866	0.0064174546	0.0053220269	1	0	0
0	0	1	0.003484741	0.0568844052	0.9442678522	0	0	1
0	1	0	0.0245696965	0.9122646057	0.0834829495	0	1	0
0	1	0	0.0071446047	0.2913878636	0.7090839407	0	0	1
1	0	0	0.9794481721	0.0064224175	0.0053285275	1	0	0
0	0	1	0.0034861443	0.0568890219	0.9442980492	0	0	1
0	0	1	0.0034852072	0.056883025	0.9442877961	0	0	1
								
0	1	0	0.0068093126	0.146382168	0.8547926423	0	0	1
0	1	0	0.016410403	0.8937123628	0.1039167009	0	1	0
1	0	0	0.9802177935	0.0235255552	0.0024170627	1	0	0
1	0	0	0.9802954855	0.0234446384	0.0024117724	1	0	0
1	0	0	0.9803012584	0.0234364047	0.0024112775	1	0	0
0	1	0	0.0165289638	0.8934965901	0.1034231679	0	1	0
0	0	1	0.0061225952	0.0975493477	0.9035027678	0	0	1
